OrderID,CustomerID,EmployeeID,ProductID,OrderDate,Quantity,UnitPrice,UnitCost,DiscountPct
2398,236,14,56,2024-02-13,3,863852,432000,0.05
2399,65,12,91,2025-02-15,5,128108,89000,0.05
2400,236,15,27,2025-03-03,4,381913,245000,0.15
2401,173,11,57,2025-01-07,4,683509,406000,0.15
2402,106,8,86,2025-06-26,4,619302,320000,0.05
2403,486,20,28,2024-07-18,2,158902,91000,0.2
2404,192,10,47,2025-02-22,4,325148,173000,0.2
2405,56,18,28,2025-04-26,4,158902,91000,0.05
2406,212,2,84,2025-09-30,4,133333,78000,0.1
2407,456,6,26,2025-07-18,2,579595,443000,0.1
2408,93,15,85,2025-03-18,4,572260,305000,0.2
2409,342,6,4,2025-08-04,2,213367,177000,0.15
2410,206,19,35,2025-10-18,5,801865,464000,0.05
2411,240,8,26,2024-11-20,2,579595,443000,0.15
2412,313,20,95,2024-11-19,2,377246,224000,0.15
2413,44,1,68,2024-03-07,1,380357,285000,0.0
2414,161,12,2,2024-04-02,1,457712,313000,0.1
2415,431,3,26,2024-11-10,2,579595,443000,0.05
2416,464,15,47,2025-08-20,5,325148,173000,0.1
2417,156,4,61,2024-10-23,3,184225,100000,0.05
2418,213,4,72,2024-06-16,2,531452,441000,0.05
2419,288,18,69,2024-06-11,5,214926,121000,0.15
2420,435,8,81,2025-12-07,4,402769,257000,0.1
2421,387,2,15,2024-04-09,2,564164,320000,0.15
2422,245,6,18,2025-01-23,4,542999,398000,0.15
2423,419,12,99,2025-12-05,1,754227,445000,0.2
2424,230,1,57,2024-07-05,5,683509,406000,0.2
2425,44,12,63,2024-12-13,5,639248,338000,0.1
2426,154,13,9,2025-10-01,2,449456,257000,0.05
2427,165,10,20,2025-10-11,1,188439,117000,0.05
2428,410,16,92,2025-09-09,1,759219,396000,0.1
2429,87,12,3,2025-03-03,5,285890,144000,0.2
2430,267,1,33,2024-10-13,2,420924,285000,0.2
2431,333,8,63,2024-02-23,3,639248,338000,0.05
2432,222,11,90,2025-04-04,3,260462,156000,0.1
2433,42,11,6,2025-11-06,3,618850,348000,0.15
2434,6,19,71,2025-10-01,1,899254,479000,0.05
2435,464,16,3,2024-07-23,3,285890,144000,0.15
2436,345,9,49,2025-12-12,4,432853,263000,0.0
2437,412,17,90,2025-01-10,4,260462,156000,0.1
2438,483,12,55,2024-05-15,4,78058,57000,0.1
2439,251,10,93,2024-07-16,3,781223,436000,0.2
2440,44,11,35,2025-11-18,1,801865,464000,0.15
2441,413,4,66,2024-05-11,1,636541,341000,0.0
2442,34,5,32,2025-01-17,1,484101,322000,0.05
2443,5,1,74,2024-03-18,2,481960,308000,0.0
2444,80,19,95,2024-03-13,3,377246,224000,0.2
2445,55,20,81,2025-11-11,4,402769,257000,0.1
2446,471,3,16,2024-07-23,1,150904,81000,0.05
2447,222,8,24,2024-01-04,1,510411,408000,0.0
2448,165,17,27,2025-01-31,1,381913,245000,0.0
2449,254,20,25,2025-12-26,4,356587,291000,0.05
2450,375,19,91,2024-10-21,2,128108,89000,0.15
2451,4,3,8,2025-06-03,4,506180,391000,0.05
2452,450,18,23,2024-05-27,2,435414,346000,0.1
2453,390,3,74,2025-12-20,2,481960,308000,0.0
2454,84,13,25,2024-08-21,2,356587,291000,0.1
2455,212,17,82,2025-09-07,5,354688,203000,0.1
2456,129,12,82,2025-03-12,3,354688,203000,0.05
2457,336,9,95,2024-01-08,2,377246,224000,0.2
2458,33,16,37,2024-03-04,2,466547,278000,0.0
2459,41,15,45,2025-03-16,1,732045,452000,0.2
2460,395,12,2,2025-08-25,1,457712,313000,0.1
2461,135,11,90,2025-08-05,5,260462,156000,0.0
2462,256,10,58,2025-01-14,3,282366,172000,0.15
2463,382,7,98,2025-07-13,4,252844,145000,0.1
2464,354,12,30,2024-02-13,5,836817,422000,0.05
2465,473,13,53,2024-11-28,4,269183,146000,0.15
2466,73,13,60,2024-06-05,4,272251,183000,0.15
2467,196,5,54,2024-11-20,1,295710,156000,0.05
2468,406,6,52,2025-03-20,3,107522,76000,0.0
2469,49,1,20,2024-08-10,5,188439,117000,0.05
2470,173,7,51,2024-10-04,4,525757,280000,0.05
2471,156,18,3,2024-06-11,4,285890,144000,0.15
2472,311,16,36,2025-05-13,2,236121,173000,0.05
2473,497,2,56,2025-05-14,4,863852,432000,0.05
2474,362,16,46,2024-11-27,1,181428,126000,0.0
2475,266,16,78,2024-08-28,3,201181,104000,0.05
2476,490,10,28,2024-01-14,4,158902,91000,0.15
2477,160,20,81,2025-10-07,2,402769,257000,0.1
2478,67,17,55,2025-09-05,5,78058,57000,0.0
2479,443,5,37,2025-12-06,3,466547,278000,0.1
2480,10,15,48,2024-03-05,5,725534,462000,0.15
2481,484,11,48,2024-08-02,4,725534,462000,0.05
2482,469,16,89,2025-10-11,2,273964,141000,0.1
2483,407,11,36,2025-08-14,5,236121,173000,0.1
2484,401,19,90,2024-11-25,2,260462,156000,0.05
2485,417,8,30,2024-08-30,5,836817,422000,0.2
2486,161,17,63,2024-01-20,5,639248,338000,0.15
2487,165,3,13,2025-09-30,4,670509,409000,0.05
2488,462,9,68,2025-09-09,4,380357,285000,0.15
2489,406,9,9,2024-07-16,4,449456,257000,0.15
2490,243,8,92,2024-03-01,2,759219,396000,0.1
2491,423,20,29,2024-12-30,1,147705,110000,0.1
2492,490,11,62,2024-10-06,5,230470,154000,0.05
2493,103,7,63,2025-07-03,3,639248,338000,0.2
2494,376,2,77,2024-10-29,5,92902,58000,0.0
2495,145,8,95,2025-05-31,2,377246,224000,0.2
2496,134,7,49,2024-11-01,4,432853,263000,0.0
2497,334,14,19,2024-01-30,3,484036,311000,0.0
2498,229,13,11,2024-05-31,3,501111,364000,0.15
2499,389,11,72,2025-03-30,2,531452,441000,0.2
2500,102,20,14,2024-10-09,3,615107,440000,0.15
2501,66,11,59,2025-08-23,3,468552,288000,0.05
2502,283,16,3,2024-11-30,1,285890,144000,0.0
2503,282,1,48,2025-01-19,2,725534,462000,0.1
2504,92,11,81,2025-02-09,4,402769,257000,0.1
2505,290,19,79,2024-11-27,1,250982,148000,0.1
2506,68,16,6,2025-12-31,5,618850,348000,0.0
2507,53,17,9,2024-06-04,1,449456,257000,0.05
2508,498,12,21,2025-01-03,2,527487,336000,0.0
2509,385,3,44,2024-12-17,1,533229,334000,0.15
2510,269,14,64,2024-03-04,4,81699,58000,0.2
2511,422,3,83,2025-07-15,4,147849,97000,0.05
2512,391,9,27,2024-04-28,4,381913,245000,0.05
2513,350,18,30,2025-10-22,2,836817,422000,0.0
2514,22,2,4,2025-05-05,1,213367,177000,0.05
2515,257,11,29,2024-05-20,2,147705,110000,0.05
2516,262,10,42,2024-01-20,4,387805,204000,0.15
2517,35,2,64,2025-07-17,1,81699,58000,0.15
2518,118,19,26,2024-08-01,5,579595,443000,0.0
2519,42,19,63,2025-12-19,1,639248,338000,0.1
2520,109,5,48,2025-02-10,5,725534,462000,0.05
2521,137,18,69,2024-10-15,1,214926,121000,0.2
2522,428,7,48,2024-06-12,5,725534,462000,0.15
2523,101,11,97,2024-12-08,5,246451,166000,0.1
2524,147,15,34,2025-10-28,4,886449,498000,0.0
2525,344,17,4,2025-10-29,4,213367,177000,0.2
2526,58,2,99,2024-07-08,4,754227,445000,0.05
2527,389,19,50,2024-07-23,1,244295,174000,0.05
2528,419,10,95,2025-08-30,3,377246,224000,0.05
2529,321,8,47,2025-10-25,4,325148,173000,0.0
2530,13,10,73,2025-06-07,3,148321,84000,0.05
2531,106,16,2,2024-12-07,2,457712,313000,0.05
2532,201,20,93,2025-04-13,4,781223,436000,0.1
2533,288,20,97,2025-05-06,2,246451,166000,0.15
2534,55,1,37,2025-09-23,2,466547,278000,0.0
2535,485,9,4,2024-01-12,5,213367,177000,0.0
2536,374,19,1,2025-01-25,3,234738,139000,0.15
2537,111,7,21,2025-01-11,1,527487,336000,0.0
2538,214,1,55,2024-10-13,3,78058,57000,0.0
2539,73,9,39,2024-11-05,1,275775,169000,0.0
2540,382,1,59,2025-10-13,2,468552,288000,0.0
2541,45,8,61,2024-04-25,2,184225,100000,0.0
2542,139,1,59,2024-10-06,5,468552,288000,0.2
2543,375,5,90,2024-03-05,5,260462,156000,0.15
2544,194,1,28,2025-11-25,1,158902,91000,0.15
2545,212,6,5,2025-04-21,4,501235,278000,0.15
2546,33,9,2,2025-11-03,5,457712,313000,0.0
2547,411,9,91,2024-07-26,3,128108,89000,0.15
2548,354,15,4,2024-08-28,3,213367,177000,0.05
2549,287,16,1,2025-03-21,1,234738,139000,0.2
2550,46,20,30,2025-01-07,1,836817,422000,0.1
2551,84,12,48,2025-07-11,4,725534,462000,0.15
2552,75,11,85,2025-07-07,3,572260,305000,0.2
2553,298,13,95,2024-06-27,3,377246,224000,0.15
2554,76,16,48,2024-10-26,4,725534,462000,0.1
2555,493,14,87,2025-01-03,5,866392,494000,0.15
2556,171,12,12,2024-05-20,5,200189,128000,0.1
2557,442,6,83,2025-07-06,4,147849,97000,0.15
2558,75,20,6,2025-10-02,3,618850,348000,0.2
2559,72,7,44,2025-08-10,5,533229,334000,0.05
2560,451,4,89,2025-03-05,4,273964,141000,0.0
2561,54,19,65,2025-06-16,5,173690,128000,0.0
2562,483,6,1,2025-11-11,3,234738,139000,0.2
2563,60,11,95,2025-05-15,2,377246,224000,0.1
2564,268,13,94,2025-02-08,3,98417,77000,0.2
2565,353,4,29,2025-02-21,5,147705,110000,0.1
2566,459,7,29,2025-12-11,4,147705,110000,0.05
2567,254,5,92,2024-04-20,1,759219,396000,0.2
2568,156,7,10,2025-02-19,3,728704,377000,0.05
2569,9,1,70,2024-01-25,1,651468,327000,0.05
2570,424,3,38,2024-07-09,1,313675,175000,0.05
2571,217,12,9,2024-05-01,3,449456,257000,0.15
2572,306,10,85,2025-12-15,4,572260,305000,0.0
2573,156,14,44,2024-08-01,4,533229,334000,0.1
2574,315,19,80,2025-10-12,5,341486,186000,0.15
2575,164,12,6,2025-05-26,4,618850,348000,0.0
2576,386,18,4,2025-01-27,3,213367,177000,0.15
2577,301,20,99,2025-12-06,1,754227,445000,0.15
2578,20,16,45,2025-01-24,4,732045,452000,0.0
2579,279,3,98,2024-09-15,1,252844,145000,0.15
2580,195,11,11,2025-04-10,2,501111,364000,0.0
2581,166,10,31,2024-02-05,5,317221,202000,0.15
2582,211,4,71,2025-09-20,4,899254,479000,0.05
2583,400,1,2,2025-11-22,2,457712,313000,0.2
2584,93,15,65,2025-05-29,4,173690,128000,0.0
2585,335,2,36,2025-07-02,5,236121,173000,0.15
2586,265,16,33,2025-12-15,5,420924,285000,0.0
2587,21,10,23,2024-06-15,4,435414,346000,0.1
2588,352,5,77,2024-04-22,3,92902,58000,0.15
2589,128,1,10,2025-05-12,2,728704,377000,0.15
2590,155,6,50,2024-02-14,2,244295,174000,0.15
2591,118,15,29,2025-05-20,3,147705,110000,0.2
2592,72,5,90,2024-06-17,1,260462,156000,0.0
2593,225,16,95,2024-01-25,5,377246,224000,0.2
2594,269,12,47,2025-12-26,4,325148,173000,0.0
2595,243,2,82,2025-03-04,5,354688,203000,0.0
2596,217,3,36,2025-12-19,4,236121,173000,0.2
2597,184,16,9,2025-11-11,1,449456,257000,0.1
2598,62,1,52,2024-05-20,5,107522,76000,0.05
2599,341,7,21,2024-07-10,1,527487,336000,0.2
2600,135,16,58,2025-07-24,5,282366,172000,0.1
2601,60,18,9,2025-02-27,2,449456,257000,0.2
2602,154,5,6,2024-05-30,2,618850,348000,0.05
2603,31,17,96,2025-01-15,4,110974,65000,0.0
2604,137,19,2,2025-11-12,1,457712,313000,0.2
2605,164,8,68,2024-05-20,1,380357,285000,0.1
2606,244,16,62,2025-11-10,2,230470,154000,0.05
2607,199,18,62,2024-06-25,2,230470,154000,0.0
2608,342,5,82,2024-05-29,5,354688,203000,0.0
2609,263,3,66,2025-05-04,2,636541,341000,0.0
2610,386,14,73,2025-10-03,2,148321,84000,0.05
2611,209,2,81,2024-09-25,3,402769,257000,0.05
2612,400,13,97,2024-11-24,4,246451,166000,0.0
2613,231,20,4,2025-02-04,2,213367,177000,0.1
2614,487,17,29,2025-09-21,2,147705,110000,0.15
2615,267,10,53,2025-09-05,2,269183,146000,0.05
2616,16,14,64,2025-09-06,1,81699,58000,0.15
2617,457,5,9,2025-12-22,5,449456,257000,0.0
2618,202,9,99,2024-10-11,1,754227,445000,0.1
2619,310,11,60,2025-07-02,3,272251,183000,0.1
2620,198,19,40,2025-05-14,4,612399,307000,0.2
2621,339,19,89,2025-09-05,5,273964,141000,0.2
2622,355,16,18,2024-04-03,4,542999,398000,0.1
2623,324,3,44,2025-09-23,5,533229,334000,0.2
2624,305,17,33,2024-10-22,3,420924,285000,0.1
2625,290,7,30,2024-09-02,3,836817,422000,0.1
2626,266,14,45,2024-12-09,3,732045,452000,0.05
2627,343,7,36,2025-03-10,3,236121,173000,0.2
2628,152,7,99,2025-12-05,5,754227,445000,0.05
2629,165,7,88,2025-07-20,3,141570,73000,0.2
2630,61,10,60,2024-06-26,5,272251,183000,0.2
2631,405,11,82,2025-09-04,2,354688,203000,0.05
2632,201,16,24,2024-09-08,4,510411,408000,0.1
2633,276,11,92,2025-04-15,3,759219,396000,0.2
2634,130,4,19,2024-03-14,3,484036,311000,0.2
2635,35,7,49,2024-01-04,5,432853,263000,0.15
2636,299,9,33,2025-07-17,4,420924,285000,0.15
2637,137,2,66,2024-07-22,5,636541,341000,0.15
2638,244,14,55,2024-04-20,4,78058,57000,0.2
2639,93,4,50,2024-05-23,3,244295,174000,0.0
2640,143,4,47,2024-03-12,1,325148,173000,0.0
2641,402,4,71,2024-05-10,5,899254,479000,0.1
2642,457,19,96,2024-02-10,4,110974,65000,0.05
2643,320,9,8,2024-12-11,1,506180,391000,0.0
2644,113,20,37,2024-08-24,4,466547,278000,0.05
2645,182,8,78,2025-07-19,5,201181,104000,0.1
2646,163,8,20,2025-08-21,1,188439,117000,0.2
2647,316,1,22,2025-07-08,4,353698,252000,0.05
2648,499,9,21,2025-09-20,1,527487,336000,0.2
2649,433,14,63,2024-09-09,1,639248,338000,0.0
2650,85,6,29,2025-09-16,2,147705,110000,0.15
2651,123,10,29,2024-01-04,3,147705,110000,0.0
2652,229,7,56,2025-01-30,5,863852,432000,0.2
2653,365,15,30,2025-02-22,1,836817,422000,0.0
2654,385,13,57,2025-09-21,2,683509,406000,0.15
2655,452,16,3,2024-07-29,5,285890,144000,0.1
2656,11,16,56,2024-11-25,5,863852,432000,0.1
2657,311,7,65,2025-03-28,5,173690,128000,0.15
2658,429,13,48,2025-09-07,2,725534,462000,0.0
2659,161,12,22,2024-08-11,4,353698,252000,0.05
2660,461,8,52,2024-10-24,3,107522,76000,0.05
2661,352,19,49,2024-01-25,5,432853,263000,0.15
2662,410,1,32,2025-12-31,1,484101,322000,0.15
2663,196,1,50,2025-01-03,5,244295,174000,0.1
2664,46,14,63,2025-03-10,4,639248,338000,0.15
2665,188,9,33,2024-10-02,3,420924,285000,0.05
2666,438,19,62,2024-08-12,2,230470,154000,0.05
2667,415,7,83,2025-06-27,5,147849,97000,0.2
2668,390,8,5,2024-02-19,4,501235,278000,0.1
2669,357,18,12,2025-09-22,2,200189,128000,0.0
2670,478,9,7,2025-06-21,3,571254,384000,0.0
2671,440,14,58,2024-05-25,2,282366,172000,0.1
2672,160,6,36,2025-02-23,2,236121,173000,0.05
2673,318,2,67,2024-04-04,1,327734,181000,0.05
2674,241,14,74,2025-07-15,2,481960,308000,0.1
2675,309,3,22,2024-07-19,2,353698,252000,0.0
2676,274,4,9,2024-07-02,1,449456,257000,0.1
2677,371,6,100,2025-01-12,4,130122,92000,0.2
2678,403,1,20,2024-09-08,5,188439,117000,0.05
2679,417,1,42,2025-06-09,2,387805,204000,0.1
2680,70,6,65,2025-02-07,5,173690,128000,0.0
2681,124,20,7,2024-05-15,4,571254,384000,0.05
2682,126,15,48,2025-04-18,5,725534,462000,0.1
2683,328,20,23,2024-06-14,1,435414,346000,0.05
2684,70,1,97,2025-01-21,1,246451,166000,0.0
2685,347,13,37,2025-05-16,4,466547,278000,0.2
2686,239,17,71,2025-06-21,5,899254,479000,0.15
2687,385,9,46,2025-02-18,5,181428,126000,0.2
2688,440,16,68,2025-05-30,4,380357,285000,0.05
2689,308,12,17,2024-03-16,1,195974,134000,0.05
2690,196,13,39,2025-02-26,1,275775,169000,0.2
2691,250,7,39,2024-11-18,3,275775,169000,0.0
2692,397,5,97,2025-03-21,1,246451,166000,0.05
2693,407,10,58,2025-10-26,5,282366,172000,0.05
2694,462,8,51,2024-01-17,2,525757,280000,0.05
2695,239,15,57,2025-02-12,3,683509,406000,0.15
2696,213,2,48,2024-05-13,2,725534,462000,0.15
2697,192,2,32,2024-10-29,2,484101,322000,0.0
2698,447,14,45,2025-10-31,4,732045,452000,0.15
2699,421,17,10,2024-12-29,5,728704,377000,0.1
2700,35,12,71,2025-05-05,4,899254,479000,0.0
2701,85,1,43,2025-06-02,2,288284,203000,0.1
2702,31,1,13,2024-10-03,2,670509,409000,0.2
2703,13,15,66,2025-01-15,2,636541,341000,0.2
2704,178,20,52,2025-04-16,3,107522,76000,0.2
2705,411,17,42,2024-02-22,3,387805,204000,0.1
2706,222,17,75,2025-05-14,1,615439,387000,0.15
2707,35,5,5,2025-06-02,5,501235,278000,0.2
2708,137,5,49,2025-10-12,3,432853,263000,0.15
2709,197,9,19,2025-09-23,2,484036,311000,0.0
2710,156,1,51,2024-02-15,2,525757,280000,0.0
2711,100,14,18,2025-08-05,2,542999,398000,0.15
2712,131,7,20,2025-08-04,4,188439,117000,0.2
2713,136,16,1,2024-02-08,1,234738,139000,0.05
2714,474,16,9,2024-06-18,2,449456,257000,0.15
2715,316,12,15,2024-12-16,1,564164,320000,0.15
2716,281,11,61,2025-07-25,3,184225,100000,0.2
2717,342,19,81,2024-06-08,3,402769,257000,0.2
2718,116,1,67,2024-09-08,3,327734,181000,0.2
2719,482,17,56,2024-12-02,4,863852,432000,0.1
2720,488,19,39,2024-02-22,4,275775,169000,0.15
2721,285,8,39,2024-05-31,3,275775,169000,0.0
2722,475,4,29,2024-06-05,2,147705,110000,0.15
2723,212,13,90,2025-01-06,5,260462,156000,0.2
2724,42,8,54,2024-11-02,5,295710,156000,0.1
2725,34,11,21,2025-11-09,5,527487,336000,0.15
2726,79,14,8,2025-03-18,4,506180,391000,0.15
2727,61,10,61,2025-01-14,1,184225,100000,0.1
2728,302,7,31,2025-02-09,4,317221,202000,0.15
2729,125,20,52,2024-10-20,4,107522,76000,0.05
2730,168,19,22,2025-09-04,3,353698,252000,0.05
2731,43,1,49,2024-03-25,1,432853,263000,0.0
2732,460,3,20,2025-05-19,5,188439,117000,0.15
2733,242,6,90,2024-01-03,2,260462,156000,0.0
2734,348,12,5,2025-01-10,2,501235,278000,0.1
2735,85,10,86,2024-02-11,5,619302,320000,0.0
2736,43,2,43,2025-08-19,1,288284,203000,0.0
2737,460,13,79,2024-06-23,1,250982,148000,0.05
2738,150,20,63,2025-08-30,1,639248,338000,0.1
2739,71,3,68,2024-10-18,1,380357,285000,0.2
2740,330,17,60,2024-06-10,5,272251,183000,0.1
2741,353,10,13,2024-08-17,4,670509,409000,0.2
2742,84,16,5,2025-11-11,4,501235,278000,0.1
2743,151,13,58,2024-11-09,3,282366,172000,0.2
2744,168,7,54,2025-11-13,2,295710,156000,0.1
2745,80,2,31,2025-12-21,4,317221,202000,0.05
2746,76,4,11,2024-04-30,1,501111,364000,0.2
2747,145,11,58,2024-03-16,2,282366,172000,0.05
2748,368,16,89,2024-09-01,3,273964,141000,0.2
2749,343,18,56,2025-10-21,4,863852,432000,0.0
2750,108,16,94,2025-12-27,5,98417,77000,0.1
2751,201,7,84,2024-06-09,1,133333,78000,0.1
2752,431,9,45,2024-02-02,1,732045,452000,0.0
2753,338,13,50,2025-04-19,2,244295,174000,0.15
2754,418,11,91,2024-05-16,3,128108,89000,0.15
2755,445,6,96,2025-08-03,4,110974,65000,0.1
2756,48,16,1,2025-03-01,2,234738,139000,0.1
2757,123,17,43,2024-05-23,2,288284,203000,0.0
2758,370,6,78,2024-07-26,4,201181,104000,0.1
2759,185,11,54,2025-10-08,1,295710,156000,0.0
2760,54,16,79,2024-01-03,3,250982,148000,0.1
2761,76,11,99,2024-08-04,5,754227,445000,0.05
2762,201,17,88,2025-06-27,5,141570,73000,0.1
2763,223,2,76,2024-07-20,5,67949,56000,0.2
2764,276,15,59,2024-10-24,5,468552,288000,0.2
2765,209,19,6,2024-01-19,3,618850,348000,0.1
2766,476,15,81,2025-03-03,1,402769,257000,0.15
2767,428,19,78,2024-11-18,5,201181,104000,0.05
2768,457,2,29,2024-11-03,4,147705,110000,0.1
2769,136,1,30,2025-02-08,5,836817,422000,0.1
2770,488,15,68,2024-08-15,2,380357,285000,0.0
2771,25,3,31,2025-03-16,4,317221,202000,0.0
2772,9,17,36,2025-03-02,5,236121,173000,0.2
2773,27,16,94,2025-11-10,3,98417,77000,0.2
2774,283,10,75,2025-11-08,2,615439,387000,0.2
2775,288,11,100,2025-02-02,1,130122,92000,0.05
2776,351,14,23,2024-01-15,5,435414,346000,0.05
2777,11,4,11,2025-05-06,3,501111,364000,0.05
2778,150,9,17,2025-11-04,3,195974,134000,0.05
2779,374,6,54,2024-07-27,2,295710,156000,0.15
2780,278,18,47,2024-11-12,1,325148,173000,0.1
2781,448,4,82,2024-06-08,1,354688,203000,0.0
2782,495,6,1,2024-10-03,2,234738,139000,0.0
2783,257,18,15,2024-05-04,4,564164,320000,0.1
2784,343,20,60,2025-05-07,5,272251,183000,0.0
2785,181,6,36,2024-04-04,1,236121,173000,0.1
2786,372,1,50,2024-09-13,2,244295,174000,0.2
2787,75,11,80,2024-06-15,1,341486,186000,0.0
2788,246,12,21,2024-07-17,5,527487,336000,0.2
2789,54,17,4,2025-03-18,3,213367,177000,0.15
2790,98,20,100,2024-06-20,4,130122,92000,0.05
2791,35,8,82,2025-12-15,4,354688,203000,0.2
2792,199,11,85,2025-04-13,4,572260,305000,0.2
2793,19,15,83,2024-02-12,3,147849,97000,0.05
2794,9,12,25,2024-12-29,1,356587,291000,0.2
2795,497,11,84,2024-01-08,3,133333,78000,0.15
2796,305,17,60,2024-04-08,1,272251,183000,0.05
2797,243,16,72,2024-05-19,1,531452,441000,0.2
2798,320,2,71,2024-05-02,5,899254,479000,0.1
2799,275,14,82,2024-11-15,3,354688,203000,0.05
2800,481,10,38,2024-02-26,1,313675,175000,0.0
2801,79,9,86,2025-01-23,2,619302,320000,0.1
2802,187,3,44,2025-06-27,4,533229,334000,0.0
2803,12,1,64,2025-02-20,3,81699,58000,0.1
2804,48,5,37,2025-12-29,3,466547,278000,0.05
2805,186,4,68,2024-04-12,5,380357,285000,0.2
2806,455,4,13,2024-11-21,3,670509,409000,0.1
2807,410,3,24,2025-08-19,5,510411,408000,0.05
2808,431,18,30,2024-11-14,1,836817,422000,0.1
2809,282,19,97,2025-12-30,5,246451,166000,0.0
2810,337,10,89,2025-07-19,5,273964,141000,0.1
2811,471,14,13,2024-11-15,4,670509,409000,0.0
2812,71,3,12,2024-02-23,3,200189,128000,0.1
2813,457,16,13,2024-04-19,5,670509,409000,0.0
2814,278,4,6,2025-02-19,4,618850,348000,0.1
2815,459,8,34,2025-07-28,2,886449,498000,0.2
2816,333,19,11,2024-07-08,3,501111,364000,0.05
2817,112,5,90,2025-04-26,1,260462,156000,0.0
2818,3,17,22,2025-02-21,5,353698,252000,0.05
2819,281,8,35,2025-05-19,5,801865,464000,0.05
2820,342,13,8,2025-09-19,4,506180,391000,0.05
2821,70,13,25,2024-12-18,5,356587,291000,0.1
2822,138,8,76,2024-10-21,4,67949,56000,0.2
2823,332,20,79,2024-09-18,1,250982,148000,0.15
2824,303,7,64,2025-02-19,1,81699,58000,0.0
2825,95,19,96,2025-08-13,3,110974,65000,0.05
2826,21,8,16,2025-12-29,2,150904,81000,0.05
2827,203,5,32,2025-12-01,1,484101,322000,0.0
2828,2,7,28,2025-08-11,3,158902,91000,0.0
2829,55,11,92,2025-02-27,1,759219,396000,0.0
2830,371,4,27,2024-05-30,4,381913,245000,0.05
2831,338,17,48,2025-01-22,3,725534,462000,0.15
2832,104,5,88,2025-11-10,3,141570,73000,0.15
2833,446,8,27,2024-07-11,4,381913,245000,0.1
2834,26,9,63,2025-03-23,4,639248,338000,0.1
2835,32,2,1,2024-06-11,4,234738,139000,0.15
2836,105,14,96,2024-10-23,4,110974,65000,0.2
2837,144,6,15,2024-10-17,3,564164,320000,0.05
2838,34,19,55,2025-06-26,1,78058,57000,0.15
2839,115,15,59,2025-10-21,3,468552,288000,0.1
2840,139,6,26,2025-02-03,3,579595,443000,0.15
2841,9,8,62,2024-05-16,2,230470,154000,0.15
2842,486,18,83,2024-08-12,4,147849,97000,0.15
2843,370,12,66,2024-10-01,2,636541,341000,0.0
2844,442,17,67,2024-10-05,3,327734,181000,0.0
2845,291,4,40,2024-03-05,4,612399,307000,0.0
2846,388,18,31,2024-09-07,3,317221,202000,0.1
2847,322,16,79,2024-07-06,5,250982,148000,0.2
2848,168,18,68,2024-01-21,1,380357,285000,0.05
2849,247,7,54,2024-01-02,5,295710,156000,0.1
2850,129,9,24,2025-03-11,1,510411,408000,0.1
2851,432,20,76,2025-11-16,2,67949,56000,0.15
2852,195,16,73,2024-04-08,5,148321,84000,0.1
2853,24,11,80,2024-11-28,2,341486,186000,0.05
2854,171,16,46,2025-06-29,4,181428,126000,0.05
2855,354,3,30,2024-01-17,4,836817,422000,0.2
2856,211,2,14,2024-08-24,5,615107,440000,0.05
2857,379,3,27,2025-07-01,4,381913,245000,0.15
2858,114,7,14,2024-05-18,5,615107,440000,0.15
2859,132,1,28,2024-02-07,3,158902,91000,0.0
2860,330,19,76,2024-10-14,4,67949,56000,0.0
2861,473,8,58,2024-12-14,2,282366,172000,0.0
2862,406,20,79,2024-09-13,1,250982,148000,0.0
2863,353,9,69,2025-05-02,2,214926,121000,0.0
2864,419,7,70,2025-05-16,2,651468,327000,0.0
2865,258,19,53,2024-03-31,3,269183,146000,0.0
2866,219,12,30,2024-01-01,5,836817,422000,0.1
2867,85,1,46,2025-12-13,4,181428,126000,0.2
2868,342,9,95,2024-01-22,1,377246,224000,0.2
2869,378,2,25,2024-08-27,2,356587,291000,0.05
2870,102,5,94,2024-08-02,2,98417,77000,0.05
2871,231,8,38,2025-11-08,4,313675,175000,0.0
2872,372,7,80,2024-04-30,2,341486,186000,0.0
2873,353,3,47,2024-06-06,3,325148,173000,0.15
2874,88,12,21,2024-01-08,4,527487,336000,0.15
2875,432,14,5,2025-12-01,5,501235,278000,0.05
2876,38,5,14,2024-08-04,1,615107,440000,0.05
2877,359,6,54,2024-08-22,1,295710,156000,0.15
2878,272,19,35,2025-11-24,5,801865,464000,0.2
2879,425,20,75,2024-06-10,3,615439,387000,0.15
2880,218,6,69,2025-04-04,5,214926,121000,0.05
2881,134,20,79,2024-11-19,4,250982,148000,0.1
2882,152,13,28,2025-02-19,1,158902,91000,0.05
2883,448,19,99,2024-04-03,5,754227,445000,0.15
2884,378,18,15,2024-08-23,2,564164,320000,0.0
2885,466,19,15,2025-02-08,5,564164,320000,0.15
2886,93,18,92,2025-06-14,2,759219,396000,0.0
2887,261,20,30,2024-02-21,2,836817,422000,0.05
2888,283,3,70,2025-07-05,1,651468,327000,0.05
2889,133,9,44,2024-04-05,5,533229,334000,0.2
2890,23,14,43,2024-07-01,5,288284,203000,0.05
2891,358,3,63,2024-08-13,2,639248,338000,0.05
2892,37,14,67,2025-03-28,2,327734,181000,0.2
2893,236,6,93,2024-11-25,5,781223,436000,0.0
2894,17,1,88,2024-01-31,3,141570,73000,0.1
2895,43,11,100,2024-02-01,1,130122,92000,0.0
